Job Id,Experience,Qualifications,Job Posting Date,Preference,Job Title,Role,Job Description,skills,Company
2.25729E+15,3 to 9 Years,B.Tech,02-07-2023,Both,Data Engineer,ETL Developer,"An ETL Developer specializes in designing and implementing Extract, Transform, Load (ETL) processes to move and transform data between systems, supporting data integration and analytics.","ETL (Extract, Transform, Load) processes Data integration SQL and scripting languages",Adidas AG
4.01881E+14,3 to 13 Years,BA,11-06-2023,Both,Social Worker,School Social Worker,"Support students social and emotional well-being in schools, collaborate with educators, and connect families with resources.",School social work principles Student assessment and intervention Special education laws Individualized education plans (IEPs) Crisis management Collaboration with educators Family engagement Advocacy Empathy and communication Documentation Cultural competence Licensing and certification,China Shenhua Energy
4.55047E+14,2 to 9 Years,MBA,09-03-2023,Female,Software Engineer,Frontend Developer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization",CSX
2.50237E+15,3 to 9 Years,BCA,02-09-2023,Both,Environmental Consultant,Environmental Impact Analyst,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.",Environmental impact analysis Data collection and analysis Environmental regulations Reporting GIS (Geographic Information Systems) Technical writing,Archer Daniels Midland
3.02786E+15,3 to 12 Years,PhD,06-06-2023,Male,Network Technician,Network Security Specialist,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.",Network security Cybersecurity Intrusion detection Security analysis Firewall management,Raytheon Technologies
1.73448E+15,2 to 15 Years,BA,01-10-2022,Female,Legal Counsel,Intellectual Property Lawyer,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.",Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution,APA Group
7.06331E+14,3 to 9 Years,MBA,02-06-2023,Male,Product Manager,Agile Product Owner,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives.",Agile product development Scrum or Kanban frameworks Backlog management User story writing Prioritization techniques Collaboration with development teams Product vision and strategy,Motorola Solutions
4.89107E+14,4 to 9 Years,PhD,05-05-2023,Female,Brand Manager,Brand Strategist,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.,Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,The Kraft Heinz Company
8.97799E+14,3 to 12 Years,M.Com,27-01-2023,Female,Administrative Assistant,Executive Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)",First American Financial
1.52041E+15,0 to 15 Years,B.Tech,24-05-2022,Both,Procurement Manager,Supplier Diversity Manager,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance.",Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Metro Bank
1.07487E+14,3 to 14 Years,B.Tech,27-12-2022,Both,Software Engineer,Frontend Developer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization",HeidelbergCement AG
3.01431E+13,3 to 8 Years,B.Com,09-02-2023,Male,Procurement Manager,Supplier Diversity Manager,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance.",Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Bharti Airtel
3.60776E+14,5 to 15 Years,MCA,12-06-2023,Female,Procurement Manager,Supplier Diversity Manager,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance.",Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Exelon
5.0148E+14,3 to 13 Years,M.Tech,27-01-2023,Female,Data Analyst,Business Intelligence Analyst,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Knight-Swift Transportation Holdings
2.89384E+14,2 to 8 Years,BCA,10-12-2022,Female,Procurement Coordinator,Purchasing Coordinator,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions.",Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,NRG Energy
